,X,KNN_Density,Mode
632,92.354,0.16180716598632092,94.192
633,59.82,0.0043927516364932655,79.31
634,101.739,0.12782478392178862,104.021
635,204.169,0.07750457587016005,207.019
636,182.065,0.09278082598872496,179.066
637,125.876,0.0906151354098213,123.592
638,198.428,0.0891067052795726,196.009
639,175.8,0.09007204322305187,179.066
640,173.589,0.09656681786455293,171.342
641,155.356,0.1203124900366211,152.892
642,96.229,0.21653453368530284,96.882
643,176.582,0.08831406246895161,179.066
644,163.042,0.05750795047415339,152.892
645,220.655,0.04046806824583585,207.019
646,142.493,0.13070603741643394,140.149
647,188.606,0.08153943850638101,196.009
648,106.452,0.21958929774464217,104.021
649,129.214,0.08172602754951676,123.592
650,175.649,0.09363450184197787,179.066
651,183.619,0.08737677362836109,179.066
652,115.422,0.1737558775097515,116.037
653,105.995,0.17624487039304856,104.021
654,159.868,0.0607261732964671,152.892
655,112.169,0.17788400219793546,116.037
656,111.706,0.1657842523528097,116.037
657,73.685,0.032059271180558686,79.31
658,152.783,0.1623291242473611,152.892
659,156.325,0.1245088747435737,152.892
660,101.13,0.15672320613051077,104.021
661,188.298,0.07863888050947918,196.009
662,91.72,0.14545699971083148,94.192
663,160.653,0.06373680879104007,152.892
664,109.915,0.12512623673208198,104.021
665,201.676,0.07047072825648598,196.009
666,236.856,0.004200182371918585,207.019
667,113.084,0.1701902863553673,116.037
668,125.568,0.10325731392206008,123.592
669,117.122,0.11398032517218983,116.037
670,131.152,0.06718549997164758,123.592
671,218.719,0.04834583750074449,207.019
672,110.364,0.1351643598615918,116.037
673,94.603,0.19770656431266112,94.192
674,88.078,0.0713392139674191,94.192
675,189.515,0.0775909559981687,196.009
676,173.743,0.08931987913948494,171.342
677,122.976,0.14884354519128196,123.592
678,230.383,0.01056702843663433,207.019
679,181.776,0.09028869267751463,179.066
680,203.727,0.07396269720951347,207.019
681,88.121,0.07300655065877067,94.192
682,178.59,0.09467455621301775,179.066
683,223.56,0.02207851561723809,207.019
684,167.126,0.06129884529526105,171.342
685,75.31,0.04313277670485,79.31
686,219.299,0.04542385544602942,207.019
687,118.955,0.11553529117897349,116.037
688,207.761,0.10486858707616353,207.019
689,169.216,0.07300655065877122,171.342
690,168.593,0.0691792381484197,171.342
691,79.661,0.04426539779608782,79.31
692,125.578,0.10259689147834324,123.592
693,185.212,0.08475132900677787,179.066
694,135.776,0.08276380798266864,140.149
695,197.909,0.08589778301258068,196.009
696,214.018,0.059199270664985836,207.019
697,150.334,0.09249886041403908,152.892
698,104.613,0.2220798936859133,104.021
699,162.114,0.05674337084221442,152.892
700,111.474,0.14612499883100005,116.037
701,163.455,0.05000304018484369,152.892
702,92.607,0.15366645865350356,94.192
703,147.665,0.08465272362942738,152.892
704,113.054,0.1744824327597041,116.037
705,101.118,0.15585818712926192,104.021
706,66.684,0.010506460128151917,79.31
707,120.273,0.15936191489276813,119.836
708,107.362,0.1812316174505041,104.021
709,168.69,0.07103531989761785,171.342
710,173.447,0.10103749339719885,171.342
711,203.977,0.0726919523684527,207.019
712,181.269,0.09317774885540393,179.066
713,92.734,0.15318568786118403,94.192
714,130.452,0.07497879599649156,123.592
715,119.2,0.12148954442757227,119.836
716,169.434,0.07168343162923843,171.342
717,139.01,0.12718736836107356,140.149
718,169.943,0.08144638351994371,171.342
719,181.525,0.09154973095822777,179.066
720,143.142,0.11857872488976952,140.149
721,171.465,0.11275884356334116,171.342
722,65.041,0.008464880324664728,79.31
723,155.265,0.12285602416529025,152.892
724,105.838,0.17477433138331638,104.021
725,130.646,0.07280968799883782,123.592
726,179.176,0.09802349348673166,179.066
727,208.487,0.09514237294972834,207.019
728,192.008,0.08416226855691743,196.009
729,207.809,0.10168289254477329,207.019
730,193.924,0.10305851920366622,196.009
731,170.085,0.0836760635164919,171.342
732,91.224,0.12259805883137616,94.192
